,sura_num,sura_name,sura_hisab,sura_ayat
179,2,كتب عليكم إذا حضر أحدكم الموت إن ترك خيرا الوصية للولدين والأقربين بالمعروف حقا على المتقين,1824035,6315
180,2,فمن بدله بعدما سمعه فإنما إثمه على الذين يبدلونه إن الله سميع عليم,1824035,2676
181,2,فمن خاف من موص جنفا أو إثما فأصلح بينهم فلا إثم عليه إن الله غفور رحيم,1824035,4504
182,2,يأيها الذين ءامنوا كتب عليكم الصيام كما كتب على الذين من قبلكم لعلكم تتقون,1824035,4493
183,2,أياما معدودت فمن كان منكم مريضا أو على سفر فعدة من أيام أخر وعلى الذين يطيقونه فدية طعام مسكين فمن تطوع خيرا فهو خير له وأن تصوموا خير لكم إن كنتم تعلمون,1824035,10133
184,2,شهر رمضان الذى أنزل فيه القرءان هدى للناس وبينت من الهدى والفرقان فمن شهد منكم الشهر فليصمه ومن كان مريضا أو على سفر فعدة من أيام أخر يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العدة ولتكبروا الله على ما هدىكم ولعلكم تشكرون,1824035,12479
185,2,وإذا سألك عبادى عنى فإنى قريب أجيب دعوة الداع إذا دعان فليستجيبوا لى وليؤمنوا بى لعلهم يرشدون,1824035,4066
186,2,أحل لكم ليلة الصيام الرفث إلى نسائكم هن لباس لكم وأنتم لباس لهن علم الله أنكم كنتم تختانون أنفسكم فتاب عليكم وعفا عنكم فالٔن بشروهن وابتغوا ما كتب الله لكم وكلوا واشربوا حتى يتبين لكم الخيط الأبيض من الخيط الأسود من الفجر ثم أتموا الصيام إلى اليل ولا تبشروهن وأنتم عكفون فى المسجد تلك حدود الله فلا تقربوها كذلك يبين الله ءايته للناس لعلهم يتقون,1824035,19769
187,2,ولا تأكلوا أمولكم بينكم بالبطل وتدلوا بها إلى الحكام لتأكلوا فريقا من أمول الناس بالإثم وأنتم تعلمون,1824035,4279
188,2,يسٔلونك عن الأهلة قل هى موقيت للناس والحج وليس البر بأن تأتوا البيوت من ظهورها ولكن البر من اتقى وأتوا البيوت من أبوبها واتقوا الله لعلكم تفلحون,1824035,7398
189,2,وقتلوا فى سبيل الله الذين يقتلونكم ولا تعتدوا إن الله لا يحب المعتدين,1824035,3939
190,2,واقتلوهم حيث ثقفتموهم وأخرجوهم من حيث أخرجوكم والفتنة أشد من القتل ولا تقتلوهم عند المسجد الحرام حتى يقتلوكم فيه فإن قتلوكم فاقتلوهم كذلك جزاء الكفرين,1824035,11385
191,2,فإن انتهوا فإن الله غفور رحيم,1824035,2335
192,2,وقتلوهم حتى لا تكون فتنة ويكون الدين لله فإن انتهوا فلا عدون إلا على الظلمين,1824035,4337
193,2,الشهر الحرام بالشهر الحرام والحرمت قصاص فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم واتقوا الله واعلموا أن الله مع المتقين,1824035,6962
194,2,وأنفقوا فى سبيل الله ولا تلقوا بأيديكم إلى التهلكة وأحسنوا إن الله يحب المحسنين,1824035,2213
195,2,وأتموا الحج والعمرة لله فإن أحصرتم فما استيسر من الهدى ولا تحلقوا رءوسكم حتى يبلغ الهدى محله فمن كان منكم مريضا أو به أذى من رأسه ففدية من صيام أو صدقة أو نسك فإذا أمنتم فمن تمتع بالعمرة إلى الحج فما استيسر من الهدى فمن لم يجد فصيام ثلثة أيام فى الحج وسبعة إذا رجعتم تلك عشرة كاملة ذلك لمن لم يكن أهله حاضرى المسجد الحرام واتقوا الله واعلموا أن الله شديد العقاب,1824035,20616
196,2,الحج أشهر معلومت فمن فرض فيهن الحج فلا رفث ولا فسوق ولا جدال فى الحج وما تفعلوا من خير يعلمه الله وتزودوا فإن خير الزاد التقوى واتقون يأولى الألبب,1824035,8354
197,2,ليس عليكم جناح أن تبتغوا فضلا من ربكم فإذا أفضتم من عرفت فاذكروا الله عند المشعر الحرام واذكروه كما هدىكم وإن كنتم من قبله لمن الضالين,1824035,11431
198,2,ثم أفيضوا من حيث أفاض الناس واستغفروا الله إن الله غفور رحيم,1824035,6551
199,2,فإذا قضيتم منسككم فاذكروا الله كذكركم ءاباءكم أو أشد ذكرا فمن الناس من يقول ربنا ءاتنا فى الدنيا وما له فى الءاخرة من خلق,1824035,9005
200,2,ومنهم من يقول ربنا ءاتنا فى الدنيا حسنة وفى الءاخرة حسنة وقنا عذاب النار,1824035,3661
201,2,أولئك لهم نصيب مما كسبوا والله سريع الحساب,1824035,969
202,2,واذكروا الله فى أيام معدودت فمن تعجل فى يومين فلا إثم عليه ومن تأخر فلا إثم عليه لمن اتقى واتقوا الله واعلموا أنكم إليه تحشرون,1824035,7862
203,2,ومن الناس من يعجبك قوله فى الحيوة الدنيا ويشهد الله على ما فى قلبه وهو ألد الخصام,1824035,2403
204,2,وإذا تولى سعى فى الأرض ليفسد فيها ويهلك الحرث والنسل والله لا يحب الفساد,1824035,3982
205,2,وإذا قيل له اتق الله أخذته العزة بالإثم فحسبه جهنم ولبئس المهاد,1824035,4276
206,2,ومن الناس من يشرى نفسه ابتغاء مرضات الله والله رءوف بالعباد,1824035,4424
207,2,يأيها الذين ءامنوا ادخلوا فى السلم كافة ولا تتبعوا خطوت الشيطن إنه لكم عدو مبين,1824035,4575
208,2,فإن زللتم من بعد ما جاءتكم البينت فاعلموا أن الله عزيز حكيم,1824035,2320
209,2,هل ينظرون إلا أن يأتيهم الله فى ظلل من الغمام والملئكة وقضى الأمر وإلى الله ترجع الأمور,1824035,6503
210,2,سل بنى إسرءيل كم ءاتينهم من ءاية بينة ومن يبدل نعمة الله من بعد ما جاءته فإن الله شديد العقاب,1824035,2904
211,2,زين للذين كفروا الحيوة الدنيا ويسخرون من الذين ءامنوا والذين اتقوا فوقهم يوم القيمة والله يرزق من يشاء بغير حساب,1824035,7114
212,2,كان الناس أمة وحدة فبعث الله النبين مبشرين ومنذرين وأنزل معهم الكتب بالحق ليحكم بين الناس فيما اختلفوا فيه وما اختلف فيه إلا الذين أوتوه من بعد ما جاءتهم البينت بغيا بينهم فهدى الله الذين ءامنوا لما اختلفوا فيه من الحق بإذنه والله يهدى من يشاء إلى صرط مستقيم,1824035,14883
213,2,أم حسبتم أن تدخلوا الجنة ولما يأتكم مثل الذين خلوا من قبلكم مستهم البأساء والضراء وزلزلوا حتى يقول الرسول والذين ءامنوا معه متى نصر الله ألا إن نصر الله قريب,1824035,9886
214,2,يسٔلونك ماذا ينفقون قل ما أنفقتم من خير فللولدين والأقربين واليتمى والمسكين وابن السبيل وما تفعلوا من خير فإن الله به عليم,1824035,6390
215,2,كتب عليكم القتال وهو كره لكم وعسى أن تكرهوا شئا وهو خير لكم وعسى أن تحبوا شئا وهو شر لكم والله يعلم وأنتم لا تعلمون,1824035,6421
216,2,يسٔلونك عن الشهر الحرام قتال فيه قل قتال فيه كبير وصد عن سبيل الله وكفر به والمسجد الحرام وإخراج أهله منه أكبر عند الله والفتنة أكبر من القتل ولا يزالون يقتلونكم حتى يردوكم عن دينكم إن استطعوا ومن يرتدد منكم عن دينه فيمت وهو كافر فأولئك حبطت أعملهم فى الدنيا والءاخرة وأولئك أصحب النار هم فيها خلدون,1824035,13946
217,2,إن الذين ءامنوا والذين هاجروا وجهدوا فى سبيل الله أولئك يرجون رحمت الله والله غفور رحيم,1824035,4894
218,2,يسٔلونك عن الخمر والميسر قل فيهما إثم كبير ومنفع للناس وإثمهما أكبر من نفعهما ويسٔلونك ماذا ينفقون قل العفو كذلك يبين الله لكم الءايت لعلكم تتفكرون,1824035,8446
219,2,فى الدنيا والءاخرة ويسٔلونك عن اليتمى قل إصلاح لهم خير وإن تخالطوهم فإخونكم والله يعلم المفسد من المصلح ولو شاء الله لأعنتكم إن الله عزيز حكيم,1824035,6949
220,2,ولا تنكحوا المشركت حتى يؤمن ولأمة مؤمنة خير من مشركة ولو أعجبتكم ولا تنكحوا المشركين حتى يؤمنوا ولعبد مؤمن خير من مشرك ولو أعجبكم أولئك يدعون إلى النار والله يدعوا إلى الجنة والمغفرة بإذنه ويبين ءايته للناس لعلهم يتذكرون,1824035,13034
221,2,ويسٔلونك عن المحيض قل هو أذى فاعتزلوا النساء فى المحيض ولا تقربوهن حتى يطهرن فإذا تطهرن فأتوهن من حيث أمركم الله إن الله يحب التوبين ويحب المتطهرين,1824035,9622
